Date,Product_Category,Sales_Volume,Price,Promotion,Store_Location,Weekday,Supplier_Cost,Replenishment_Lead_Time,Stock_Level
2022-11-20,Beverages,197,17.593396572753107,1,Rural,6,4.166442714626612,8,141
2022-11-21,Beverages,154,4.073520015690082,1,Suburban,0,8.875660437994128,6,230
2022-11-22,Beverages,722,15.939243178384796,0,Suburban,1,5.70852683124901,6,280
2022-11-23,Dairy,763,11.917160264037566,0,Urban,2,12.441507285871376,1,350
2022-11-24,Personal Care,857,11.764931881256953,0,Rural,3,12.4000943311183,4,197
2022-11-25,Snacks,505,8.429812498105314,0,Suburban,4,7.421580772774819,1,329
2022-11-26,Snacks,168,10.521906984458186,1,Suburban,5,5.586877085357726,4,238
2022-11-27,Dairy,1435,8.54639677115501,0,Suburban,6,5.757117050106871,2,396
2022-11-28,Snacks,1412,11.254919756438914,0,Suburban,0,12.182860622189159,5,399
2022-11-29,Beverages,1885,12.93105100268008,0,Suburban,1,5.258602500565374,9,363
2022-11-30,Personal Care,1671,13.81177232177192,1,Rural,2,3.531360918749267,3,460
2022-12-01,Household,850,11.117142658629097,0,Rural,3,1.7279809571919489,8,459
2022-12-02,Snacks,1271,14.707019279245902,0,Rural,4,7.267050252823922,3,177
2022-12-03,Beverages,1590,3.6842829362346103,1,Rural,5,7.490915434337707,6,56
2022-12-04,Household,1862,5.027667327142532,1,Urban,6,12.693176300842154,4,475
2022-12-05,Personal Care,1367,16.55596507741113,0,Rural,0,3.7079610984679277,8,96
2022-12-06,Household,1614,7.128031579081888,0,Suburban,1,6.024373468191799,6,102
2022-12-07,Beverages,1972,1.4349826745462848,0,Rural,2,12.221883213958519,8,236
2022-12-08,Household,1057,3.922031843692591,0,Urban,3,12.442542355860116,1,87
2022-12-09,Dairy,1630,5.248674255429914,0,Suburban,4,6.076860601692139,6,275
2022-12-10,Household,464,19.189134869997158,1,Rural,5,7.157298337656873,1,102
2022-12-11,Snacks,581,11.887787149686137,1,Rural,6,4.897645417314602,1,448
2022-12-12,Snacks,300,18.72188406904884,0,Rural,0,14.022045737080024,8,273
2022-12-13,Dairy,253,11.928103659435873,0,Suburban,1,2.2203346032529145,7,203
2022-12-14,Beverages,1573,10.107734362619183,1,Suburban,2,14.039366633521315,3,97
2022-12-15,Snacks,1624,6.960826132687825,0,Urban,3,10.416063551612476,6,400
2022-12-16,Personal Care,172,12.521047944234136,0,Suburban,4,8.207796213957602,9,196
2022-12-17,Snacks,812,3.644762467733067,0,Suburban,5,0.9735563813751902,7,442
2022-12-18,Snacks,395,18.066970918561413,0,Rural,6,7.39614478141912,3,113
2022-12-19,Beverages,1140,16.75731569768439,0,Suburban,0,6.412347522539618,6,398
2022-12-20,Household,1764,7.0330975096580035,1,Rural,1,2.837672773639277,4,231
2022-12-21,Snacks,1340,19.103153024424593,0,Rural,2,10.017939250759525,3,174
2022-12-22,Dairy,160,16.678814580895796,0,Suburban,3,14.581688156840144,9,228
2022-12-23,Household,1038,13.659830830865754,0,Urban,4,8.651737760435614,2,88
2022-12-24,Personal Care,1739,3.313476311380221,1,Urban,5,10.863922508437215,1,309
2022-12-25,Beverages,141,10.086446437913374,1,Suburban,6,1.4925315622072435,2,431
2022-12-26,Personal Care,124,10.616043542088267,1,Urban,0,6.556171439346423,7,52
2022-12-27,Household,1162,5.418475808942222,1,Rural,1,2.1871980348851903,1,113
2022-12-28,Household,1926,2.5193424928267367,0,Rural,2,9.3855396152794,6,78
2022-12-29,Household,230,15.75774897896216,1,Suburban,3,14.107991294105242,7,421
2022-12-30,Personal Care,1621,3.3186659903635056,0,Urban,4,10.095777120838758,9,60
2022-12-31,Household,1352,12.29152426067372,0,Urban,5,1.6136442005591123,8,146
2023-01-01,Personal Care,207,18.79253430378955,1,Rural,6,5.642659972283701,6,407
2023-01-02,Household,271,17.645998659362807,1,Suburban,0,8.484619001892348,3,491
2023-01-03,Dairy,1558,6.277299851235961,1,Urban,1,6.346512463932157,8,252
2023-01-04,Household,1601,17.177524113474043,1,Suburban,2,12.587838151889999,7,460
2023-01-05,Personal Care,201,1.0063176162892988,1,Urban,3,12.312729568294843,3,70
2023-01-06,Snacks,965,1.336068382651887,0,Rural,4,9.371549791496712,9,88
2023-01-07,Household,623,12.448510113014434,1,Rural,5,5.915140204424226,2,272
2023-01-08,Snacks,374,7.93116616374606,1,Suburban,6,4.20237741956704,3,151
2023-01-09,Dairy,1736,8.342755982023796,1,Rural,0,2.035177614090375,2,95
2023-01-10,Beverages,1167,11.724380722898767,0,Urban,1,5.646016410555034,1,115
2023-01-11,Dairy,916,4.6438666562453506,1,Rural,2,6.491001499511933,4,140
2023-01-12,Household,1056,5.023351662644089,0,Suburban,3,10.299432414009067,5,213
2023-01-13,Snacks,1140,10.207430153358429,1,Suburban,4,10.043317452314815,6,160
2023-01-14,Snacks,429,15.330817342533399,1,Suburban,5,1.5165680247982258,5,387
2023-01-15,Personal Care,1692,12.770457276744166,0,Urban,6,6.231260073751788,1,172
2023-01-16,Snacks,1946,6.649745916499939,1,Urban,0,3.135793574651748,3,242
2023-01-17,Personal Care,1620,9.176406372669502,0,Urban,1,2.7737842270936826,1,496
2023-01-18,Beverages,1938,4.242630412449969,0,Urban,2,12.495881171190065,5,148
2023-01-19,Household,111,2.4179664724045526,0,Urban,3,1.1077706423857343,5,340
2023-01-20,Personal Care,1441,15.871224774138835,1,Rural,4,6.57815170058076,6,208
2023-01-21,Beverages,1715,6.042360774575697,1,Urban,5,2.9389530086145137,8,461
2023-01-22,Snacks,315,4.377561369173716,1,Urban,6,13.250288127337873,1,152
2023-01-23,Snacks,438,14.140743055817067,0,Rural,0,8.57708744248801,4,434
2023-01-24,Beverages,1899,12.742981811456534,1,Urban,1,3.8550192274642963,1,330
2023-01-25,Snacks,760,13.030602894255818,0,Suburban,2,7.785195663912458,9,92
2023-01-26,Beverages,1204,5.348997492085658,1,Urban,3,11.10655221569518,7,133
2023-01-27,Personal Care,1850,5.420265232690939,0,Urban,4,14.39271112933179,7,240
2023-01-28,Personal Care,1608,5.195249965927143,0,Suburban,5,3.6964670615585744,5,100
2023-01-29,Beverages,473,4.301299317583595,0,Suburban,6,13.349635695875504,7,435
2023-01-30,Personal Care,1075,13.45874977867147,1,Suburban,0,14.04740965542861,2,259
2023-01-31,Personal Care,809,17.112301819738626,0,Suburban,1,13.78809789571496,4,175
2023-02-01,Personal Care,1323,14.762031923856563,0,Urban,2,9.713508174497692,7,497
2023-02-02,Dairy,1660,16.04977904145032,0,Suburban,3,9.632399489303262,3,118
2023-02-03,Household,565,8.691170152618795,0,Suburban,4,6.3465541811654305,2,314
2023-02-04,Snacks,1212,13.427440112067965,0,Rural,5,11.409769293404924,2,307
2023-02-05,Dairy,1391,7.730488568450716,0,Suburban,6,8.203763266088513,1,467
2023-02-06,Personal Care,1778,10.98458781740416,1,Suburban,0,10.32285203281027,5,237
2023-02-07,Beverages,1694,10.151062084162383,1,Rural,1,6.712639605807534,6,279
2023-02-08,Personal Care,588,4.360855757733233,0,Rural,2,11.106698728625517,6,238
2023-02-09,Household,1661,8.354496446376984,1,Urban,3,12.454837005265961,9,464
2023-02-10,Personal Care,146,19.31262323416467,1,Rural,4,2.6233257207408336,4,59
2023-02-11,Beverages,1411,5.723024896583899,0,Urban,5,12.577480875826307,1,163
2023-02-12,Household,877,3.5422709893102855,0,Rural,6,8.334299710959455,6,125
2023-02-13,Personal Care,1139,8.953031810854771,0,Rural,0,12.747655681808252,5,213
2023-02-14,Household,810,16.016416981342815,1,Urban,1,6.753874741944712,6,134
2023-02-15,Snacks,500,12.060816365819473,0,Rural,2,5.996087038054008,3,98
2023-02-16,Snacks,1917,13.938521717526646,1,Urban,3,13.768380621499725,2,375
2023-02-17,Personal Care,1080,4.604202115318866,0,Rural,4,4.141954379451819,6,226
2023-02-18,Household,1209,12.760015667146709,1,Suburban,5,12.741078716649074,1,436
2023-02-19,Beverages,349,7.146507503318001,0,Rural,6,7.51829830138636,7,438
2023-02-20,Personal Care,490,16.851763953140583,0,Urban,0,7.954383916993266,7,267
2023-02-21,Snacks,1905,12.956677314203988,1,Rural,1,4.972790081597518,7,238
2023-02-22,Snacks,434,4.778269277730622,1,Urban,2,8.809111908975726,1,395
2023-02-23,Personal Care,728,2.227716917037637,1,Urban,3,5.215562346005064,4,279
2023-02-24,Household,1642,1.810030976453622,1,Suburban,4,1.0694065065039586,7,304
2023-02-25,Snacks,236,8.056762785352674,1,Suburban,5,4.443979777493163,9,285
2023-02-26,Household,982,6.051171596431956,1,Urban,6,0.5924961293955648,5,75
2023-02-27,Snacks,787,13.275712345787653,0,Rural,0,14.68614441232442,2,121
2023-02-28,Snacks,1963,10.487342864593748,1,Urban,1,14.50333454238634,7,310
2023-03-01,Dairy,1621,6.054366282102234,0,Urban,2,6.2297518133484235,1,303
2023-03-02,Snacks,926,3.8355177810533463,0,Rural,3,11.061377387924868,7,320
2023-03-03,Beverages,826,3.416795491061542,1,Rural,4,5.514188426951162,6,172
2023-03-04,Personal Care,1600,17.428547450667935,0,Rural,5,10.230850777746653,7,193
2023-03-05,Personal Care,693,5.6260813996924774,1,Rural,6,12.178735624166697,3,306
2023-03-06,Household,1346,13.382502310308398,1,Urban,0,14.22796554803749,3,193
2023-03-07,Snacks,1089,16.40303263173906,0,Urban,1,6.303077999820244,7,470
2023-03-08,Beverages,471,12.667544912509985,0,Suburban,2,11.857820752862692,2,308
2023-03-09,Household,1034,17.33173940129197,1,Urban,3,4.355962534165722,1,485
2023-03-10,Dairy,1094,8.455480709041016,1,Rural,4,14.859818405007902,9,96
2023-03-11,Household,501,19.16822162233002,0,Suburban,5,0.8736591820830916,9,400
2023-03-12,Household,1566,3.529755079383842,0,Rural,6,9.251167694266254,7,62
2023-03-13,Snacks,1613,2.940841063493224,0,Urban,0,10.062836733944243,7,425
2023-03-14,Dairy,714,13.515150777941427,0,Suburban,1,10.476660577574869,3,257
2023-03-15,Household,1396,18.913791686851972,1,Rural,2,2.2456198924417907,2,360
2023-03-16,Beverages,1649,16.368785771090234,1,Suburban,3,14.108681860360392,7,284
2023-03-17,Beverages,1282,2.451920329322977,1,Suburban,4,3.1271575462262007,9,198
2023-03-18,Personal Care,1275,6.307986564759611,1,Urban,5,9.529924346977696,1,371
2023-03-19,Dairy,1094,18.67605881191865,0,Rural,6,3.728803147284732,4,487
2023-03-20,Dairy,719,5.808110223214906,0,Suburban,0,4.954638046808428,6,204
2023-03-21,Personal Care,287,15.842238051951465,1,Suburban,1,8.423648855057802,7,215
2023-03-22,Household,1936,16.67751172264537,1,Rural,2,6.549304569186359,7,139
2023-03-23,Dairy,1221,10.413589965758653,1,Suburban,3,2.823271214159341,2,235
2023-03-24,Beverages,230,8.340629287117995,1,Suburban,4,2.9785778351023002,4,367
2023-03-25,Beverages,904,9.552364215975434,1,Suburban,5,6.563099428360595,5,407
2023-03-26,Snacks,1294,5.3123291929419185,1,Rural,6,11.480603184994761,1,223
2023-03-27,Dairy,1035,17.89842740644804,1,Rural,0,13.520487379292934,1,266
2023-03-28,Household,1085,9.5617734778654,1,Rural,1,1.7198511027610512,3,444
2023-03-29,Personal Care,282,17.766729368665896,1,Rural,2,6.200006659611315,3,313
2023-03-30,Personal Care,1082,3.0081761182192075,0,Urban,3,1.953560673981711,8,146
2023-03-31,Household,463,19.777230149002495,1,Suburban,4,0.7405909691726693,9,166
2023-04-01,Snacks,138,9.422188661428747,0,Rural,5,10.09492089833737,1,248
2023-04-02,Personal Care,1650,1.908785587488004,0,Suburban,6,9.235516908515523,2,369
2023-04-03,Dairy,596,1.7224151165116433,1,Suburban,0,2.8637771503158502,2,70
2023-04-04,Snacks,1639,15.177937892154933,1,Urban,1,3.8902860798494294,4,249
2023-04-05,Dairy,1472,13.521675149869935,0,Rural,2,0.8437624278455165,2,420
2023-04-06,Beverages,1081,16.240480604424164,0,Rural,3,12.606734482568854,7,496
2023-04-07,Snacks,1020,3.0019831451033134,1,Suburban,4,14.633013642703997,9,390
2023-04-08,Personal Care,1520,1.6758464736754186,0,Rural,5,2.4641632835230167,7,497
2023-04-09,Snacks,821,10.663006499503991,1,Suburban,6,3.8563905995968226,6,297
2023-04-10,Snacks,1284,8.36430939817262,1,Suburban,0,13.091938097230544,1,325
2023-04-11,Snacks,115,9.77699179674816,1,Urban,1,13.93372507036468,9,313
2023-04-12,Snacks,592,19.840179768535204,0,Urban,2,6.58459705069875,5,107
2023-04-13,Dairy,1549,19.444249195742735,0,Urban,3,1.2340258479015749,5,351
2023-04-14,Beverages,1231,18.903992403790664,1,Suburban,4,1.0711815885458813,6,80
2023-04-15,Household,993,15.893010858585804,0,Rural,5,8.82227305800065,9,298
2023-04-16,Snacks,1573,7.741985844880918,0,Urban,6,6.196979078951096,8,142
2023-04-17,Personal Care,410,8.83048767499266,0,Rural,0,0.9154601998759905,8,314
2023-04-18,Snacks,838,11.442704830659565,0,Urban,1,8.957159688532073,8,320
2023-04-19,Personal Care,1293,16.78015467169196,0,Urban,2,0.6638867805408258,1,143
2023-04-20,Dairy,645,2.3055438178470875,0,Suburban,3,11.916893393164457,1,203
2023-04-21,Personal Care,513,9.061640831812873,0,Urban,4,4.9432759291988875,8,443
2023-04-22,Household,350,2.569735605726105,1,Urban,5,1.0837410436338655,5,334
2023-04-23,Beverages,858,10.77849414489672,0,Suburban,6,9.031107204255724,9,129
2023-04-24,Personal Care,1904,18.07911565611847,0,Rural,0,6.266424009279293,2,341
2023-04-25,Personal Care,1264,15.86721356671482,0,Urban,1,14.620105993678667,9,133
2023-04-26,Beverages,1397,5.329005933319089,0,Suburban,2,8.390880606303682,8,414
2023-04-27,Household,1539,19.543826142377057,0,Urban,3,4.49096812503662,9,423
2023-04-28,Snacks,1731,13.67965756288214,0,Suburban,4,10.786863537192634,4,86
2023-04-29,Personal Care,1862,1.1981262885506583,0,Rural,5,4.4366340368693145,1,391
2023-04-30,Beverages,1162,5.852856209019171,0,Rural,6,13.611527725409694,1,376
2023-05-01,Dairy,913,5.953552698478414,1,Suburban,0,5.933468572356959,5,456
2023-05-02,Beverages,128,2.315831819431339,0,Suburban,1,8.473094160254975,2,474
2023-05-03,Dairy,1057,19.23670384344265,0,Suburban,2,1.2333100054513184,8,281
2023-05-04,Household,576,10.08685059694255,0,Rural,3,6.678757950307347,5,142
2023-05-05,Snacks,417,18.020477350065757,0,Urban,4,12.569271325084427,5,385
2023-05-06,Beverages,344,7.122094565447939,1,Rural,5,12.181907677768457,2,151
2023-05-07,Personal Care,847,3.3794378382237156,1,Suburban,6,3.7526191033761305,7,461
2023-05-08,Household,796,10.012386088218063,1,Suburban,0,3.778146529653159,8,481
2023-05-09,Beverages,371,3.165176059572026,1,Rural,1,12.350927027091933,1,215
2023-05-10,Personal Care,1563,10.234294556573259,1,Suburban,2,13.99077709245522,2,208
2023-05-11,Beverages,1871,18.485646443168747,1,Rural,3,1.8827333584585515,4,63
2023-05-12,Dairy,1362,10.894594694850042,1,Suburban,4,7.025850271680266,5,422
2023-05-13,Beverages,476,12.713494811006585,1,Urban,5,5.39308704498132,2,274
2023-05-14,Beverages,365,3.9761303025023578,1,Urban,6,13.124982604132871,1,122
2023-05-15,Beverages,1025,1.8309768917194202,1,Suburban,0,1.711111262860272,9,298
2023-05-16,Household,1020,3.1053512814163335,1,Rural,1,3.5613261670915426,1,140
2023-05-17,Beverages,1482,12.372099938002947,1,Urban,2,11.410790895004167,4,265
2023-05-18,Personal Care,439,2.8052222808537888,1,Rural,3,1.2437608102276259,2,139
2023-05-19,Dairy,488,8.143864908884916,1,Suburban,4,7.641763020357194,4,78
2023-05-20,Dairy,676,11.451746868704964,1,Rural,5,6.91055200285594,8,484
2023-05-21,Beverages,1812,8.384403173967094,1,Urban,6,5.348817095336855,8,354
2023-05-22,Household,102,4.109992227840728,0,Rural,0,6.221298572124395,9,476
2023-05-23,Household,1552,6.202034842768024,1,Rural,1,8.184138510488378,5,269
2023-05-24,Personal Care,1265,18.638033124122963,0,Suburban,2,2.839826696631555,7,377
2023-05-25,Beverages,475,13.843663236140753,1,Suburban,3,8.793940235112096,3,264
2023-05-26,Dairy,1793,10.424908934917845,1,Suburban,4,12.178768774849802,4,270
2023-05-27,Household,423,1.241582909750977,0,Urban,5,11.522333481957306,9,438
2023-05-28,Beverages,245,19.855892609299932,1,Urban,6,2.731548618059718,1,91
2023-05-29,Household,392,13.757643762998221,0,Suburban,0,2.6641173112513714,2,184
2023-05-30,Household,1788,7.021527069553954,0,Suburban,1,4.388528332301243,5,91
2023-05-31,Dairy,531,17.706104539958925,0,Urban,2,5.735583531945039,3,213
2023-06-01,Snacks,804,5.910200785544544,1,Urban,3,6.422605930422997,2,410
2023-06-02,Personal Care,1048,11.33631500447228,1,Urban,4,10.355609644083506,1,332
2023-06-03,Personal Care,684,13.085344510866676,1,Urban,5,1.3218662664046135,3,107
2023-06-04,Dairy,498,5.200204057620841,0,Suburban,6,1.0027542112779626,1,351
2023-06-05,Household,916,19.589548297211323,0,Urban,0,6.182703162686681,1,371
2023-06-06,Beverages,1467,15.215646213600953,1,Suburban,1,10.608873536000717,1,74
2023-06-07,Household,1063,11.598451284710329,1,Rural,2,3.3048124728689974,8,122
2023-06-08,Dairy,1263,4.431297365330717,1,Rural,3,9.80181497821565,3,422
2023-06-09,Personal Care,286,2.0233059329624963,1,Urban,4,4.267508000134342,1,460
2023-06-10,Household,1928,7.0811368178986855,1,Rural,5,13.348248577795987,7,178
2023-06-11,Personal Care,160,15.310559382354654,0,Rural,6,13.48750419186594,3,136
2023-06-12,Beverages,1038,6.117294667738476,0,Rural,0,4.8106644620792345,8,379
2023-06-13,Personal Care,1503,11.251568189414597,0,Urban,1,3.8349094324669872,4,475
2023-06-14,Personal Care,809,14.83099635788412,1,Urban,2,6.463907594960354,4,485
2023-06-15,Snacks,906,3.0509305782828227,0,Rural,3,3.9877079851121566,5,202
2023-06-16,Snacks,1563,14.020662306201594,0,Suburban,4,10.249565727729703,6,231
2023-06-17,Snacks,1442,2.7455468664908493,0,Rural,5,12.47793792595014,7,174
2023-06-18,Personal Care,1425,19.337465100412935,0,Urban,6,10.259835898212646,4,116
2023-06-19,Dairy,1467,10.279488471233853,0,Urban,0,12.453081485115568,8,55
2023-06-20,Personal Care,110,3.8628460464876704,1,Urban,1,6.256386352008375,6,174
2023-06-21,Dairy,1185,7.505289084637384,0,Rural,2,2.7665960752784824,1,363
2023-06-22,Dairy,1968,8.854912536609968,1,Suburban,3,11.200288737265087,1,375
2023-06-23,Snacks,325,15.40551521045421,1,Urban,4,5.726880324552531,9,102
2023-06-24,Household,1276,15.125051935455577,1,Urban,5,10.23342696582242,6,115
2023-06-25,Beverages,1834,12.62686960140929,1,Rural,6,4.424337158735602,8,363
2023-06-26,Snacks,663,3.012683538611366,1,Suburban,0,1.6778297046967536,7,131
2023-06-27,Snacks,871,3.879818060165798,0,Rural,1,14.892436034572569,6,136
2023-06-28,Household,1694,2.781381492265576,0,Urban,2,2.7649218649936897,4,51
2023-06-29,Beverages,1707,11.966282882463451,1,Suburban,3,14.832104412470475,7,253
2023-06-30,Personal Care,1783,17.665630388716675,1,Suburban,4,14.670559022213485,9,199
2023-07-01,Personal Care,1984,9.242209732840664,1,Urban,5,12.010362506666574,7,342
2023-07-02,Snacks,1698,4.056115305197178,0,Suburban,6,10.061632950188965,1,453
2023-07-03,Beverages,1433,11.602804177830373,1,Suburban,0,8.878202228640728,9,152
2023-07-04,Snacks,984,16.423292120448487,0,Rural,1,13.058472407978602,4,73
2023-07-05,Dairy,1366,15.09252916874567,1,Urban,2,4.696873063482575,3,417
2023-07-06,Snacks,1616,17.747564813825406,0,Urban,3,7.281377581030717,4,261
2023-07-07,Snacks,1489,6.280139847728488,1,Urban,4,9.481154555814278,4,114
2023-07-08,Personal Care,1453,4.685123478087722,0,Urban,5,6.462261900107621,2,498
2023-07-09,Personal Care,1230,17.716513232896837,1,Urban,6,6.698553584308885,1,258
2023-07-10,Personal Care,325,13.493645942782438,0,Suburban,0,5.289127678780224,1,300
2023-07-11,Dairy,924,6.907649670143529,0,Rural,1,8.681361341925772,8,434
2023-07-12,Personal Care,317,15.104612960877674,0,Urban,2,12.833330656219182,2,166
2023-07-13,Beverages,1036,16.48724930512699,0,Rural,3,3.4221614810915364,5,165
2023-07-14,Household,852,12.684586566481515,0,Rural,4,14.049279061924901,4,286
2023-07-15,Beverages,605,14.069798087718388,0,Suburban,5,10.49177097934933,8,154
2023-07-16,Beverages,358,8.12993818441066,0,Urban,6,12.437461583860438,2,308
2023-07-17,Personal Care,1897,11.235217679517742,1,Suburban,0,8.56476504313517,9,95
2023-07-18,Household,1640,10.959024243797083,1,Urban,1,11.80299217064892,7,360
2023-07-19,Household,1896,17.112908031484665,1,Suburban,2,0.7349057614222745,7,380
2023-07-20,Household,153,16.95931562536147,1,Rural,3,12.366516159303261,1,265
2023-07-21,Dairy,1170,16.82092891759382,1,Urban,4,1.0820134567378146,2,497
2023-07-22,Personal Care,826,1.20960067098685,0,Rural,5,13.403743957261506,4,350
2023-07-23,Household,788,15.241364204908876,0,Rural,6,14.883459834960329,4,459
2023-07-24,Dairy,1644,15.414851412109092,0,Suburban,0,4.763978201563278,3,382
2023-07-25,Snacks,1222,13.889197634247695,0,Urban,1,3.549619066144008,7,498
2023-07-26,Snacks,1143,15.369028499937599,0,Rural,2,11.59776877594159,8,73
2023-07-27,Dairy,1876,16.997437058437466,1,Suburban,3,4.168881943343672,2,84
2023-07-28,Dairy,1696,9.936062027933927,1,Urban,4,13.05065455599695,4,73
2023-07-29,Personal Care,1613,10.538954056280495,1,Urban,5,1.9912175862834123,3,77
2023-07-30,Personal Care,518,3.3695670813164194,1,Rural,6,2.3263503475006946,2,65
2023-07-31,Snacks,789,8.322141777899875,0,Urban,0,14.697697548958926,6,108
2023-08-01,Household,949,13.223938418323902,0,Rural,1,10.270664024915067,4,292
2023-08-02,Snacks,161,15.827595746798217,0,Urban,2,12.779864754219815,6,487
2023-08-03,Household,1268,5.126972856133,1,Suburban,3,5.202775971597011,2,256
2023-08-04,Household,315,3.6186350840254726,0,Rural,4,10.309014368048764,4,449
2023-08-05,Personal Care,102,13.597798085509352,1,Rural,5,9.11650649597466,6,320
2023-08-06,Beverages,259,1.035717786973302,0,Urban,6,9.24567674178273,5,298
2023-08-07,Beverages,1862,4.3890791018392665,0,Urban,0,10.396720663296962,3,316
2023-08-08,Dairy,880,1.552356226535121,1,Rural,1,8.842708010371929,8,242
2023-08-09,Personal Care,1243,4.170817239242547,0,Urban,2,6.721404354888656,7,384
2023-08-10,Household,992,4.445066318584599,0,Suburban,3,4.500879068517929,3,267
2023-08-11,Beverages,1212,8.36579830025749,1,Urban,4,11.644429298241429,6,164
2023-08-12,Household,428,8.644215369044563,0,Suburban,5,3.7809502350462,4,117
2023-08-13,Beverages,679,17.61098694159452,1,Suburban,6,10.539137439239006,5,348
2023-08-14,Beverages,1480,10.69208453747768,0,Suburban,0,3.8833259284152364,5,374
2023-08-15,Beverages,1733,14.74469054663344,0,Suburban,1,9.567287464339582,7,446
2023-08-16,Personal Care,1390,2.9786098004854615,0,Suburban,2,11.33263487337092,5,443
2023-08-17,Snacks,1740,5.283336353810183,0,Urban,3,3.671351389144818,3,124
2023-08-18,Household,1051,14.35592537859486,0,Suburban,4,1.36917786248897,5,152
2023-08-19,Personal Care,1446,2.0032752489020336,0,Urban,5,2.3991192734155242,7,346
2023-08-20,Personal Care,734,10.245355582631309,0,Suburban,6,9.28695602542987,5,227
2023-08-21,Personal Care,1087,12.388010347595744,0,Rural,0,12.816972890273165,5,264
2023-08-22,Personal Care,1664,12.44076723699714,1,Suburban,1,1.1524539079136533,9,364
2023-08-23,Personal Care,1772,1.4357234140927986,1,Rural,2,11.145193256103871,3,88
2023-08-24,Dairy,1318,7.120052080354524,0,Suburban,3,5.449120366275756,6,308
2023-08-25,Household,1020,13.093322369933926,0,Suburban,4,7.438661363833076,1,253
2023-08-26,Personal Care,837,3.8309949868356252,1,Suburban,5,13.968463472760702,5,56
2023-08-27,Household,1455,14.212897318233011,0,Rural,6,5.3135868186697595,8,98
2023-08-28,Dairy,269,15.172578967459817,0,Rural,0,7.247385542122548,5,75
2023-08-29,Dairy,620,19.65741461847676,1,Suburban,1,0.698395014029876,9,210
2023-08-30,Household,1586,4.986997902271779,0,Urban,2,1.6831814400701564,6,406
2023-08-31,Beverages,139,16.677482685656187,0,Suburban,3,4.249578071454368,8,225
2023-09-01,Snacks,1660,10.885634961454427,1,Rural,4,0.9038574919055788,8,128
2023-09-02,Beverages,1384,8.095789326739295,0,Suburban,5,9.654942227699639,3,51
2023-09-03,Beverages,1518,3.325158389178381,0,Rural,6,6.682776173623527,7,432
2023-09-04,Beverages,1054,14.974606523263214,1,Rural,0,8.448105439556318,7,465
2023-09-05,Personal Care,1349,5.481294383730055,0,Rural,1,3.0323841954967783,6,181
2023-09-06,Dairy,1083,8.05701803558787,1,Suburban,2,4.791014426830934,7,325
2023-09-07,Beverages,1247,2.18830231105,0,Rural,3,10.125454885364514,2,166
2023-09-08,Dairy,1074,16.225971400570863,0,Rural,4,14.496889492640797,9,213
2023-09-09,Household,137,15.565181955461224,1,Suburban,5,1.2310432172320334,1,337
2023-09-10,Snacks,427,14.938700770803937,1,Rural,6,13.410572652401358,1,77
2023-09-11,Household,1374,6.689426699345846,0,Suburban,0,8.864777419012523,3,382
2023-09-12,Household,1299,4.296121411053187,1,Rural,1,8.676833717956544,3,50
2023-09-13,Personal Care,1725,13.113512024934366,1,Urban,2,7.7540387605125245,1,237
2023-09-14,Snacks,1013,10.42716129815117,0,Urban,3,1.506214245610659,7,105
2023-09-15,Household,553,4.38679687118819,0,Rural,4,1.8032143501743296,4,84
2023-09-16,Household,136,14.03231414994741,0,Urban,5,9.213224082056747,2,161
2023-09-17,Snacks,1439,19.83140220460477,1,Suburban,6,5.443899285815595,5,335
2023-09-18,Snacks,1811,15.197172167098715,1,Urban,0,13.80038696537637,6,359
2023-09-19,Household,1072,15.059741347026623,1,Rural,1,6.395562791712348,9,85
2023-09-20,Snacks,895,19.055942305681242,1,Rural,2,2.5775811511882956,4,488
2023-09-21,Household,1072,4.855790983923141,0,Suburban,3,10.863423085779523,2,266
2023-09-22,Household,692,11.745449333507366,1,Rural,4,4.753624610894643,5,129
2023-09-23,Personal Care,1237,19.613287585643786,0,Suburban,5,8.11931945666045,3,363
2023-09-24,Beverages,1163,4.140588108433317,1,Urban,6,10.618575389824965,2,132
2023-09-25,Household,1424,14.3047872294459,0,Urban,0,13.55382961243002,1,114
2023-09-26,Dairy,323,12.130392773466138,0,Suburban,1,11.986772324624303,2,374
2023-09-27,Beverages,417,12.143102751585433,0,Suburban,2,10.3072354841545,6,177
2023-09-28,Beverages,448,14.255741922881427,1,Rural,3,10.354681144729582,8,356
2023-09-29,Beverages,214,18.662721534638,0,Urban,4,14.215907338465255,3,71
2023-09-30,Personal Care,797,15.869056857175421,0,Suburban,5,4.7894494136997725,9,265
2023-10-01,Household,1446,2.06658596490799,1,Urban,6,0.5161253658447174,9,156
2023-10-02,Personal Care,1691,17.201832377638514,0,Suburban,0,4.443341111273881,2,158
2023-10-03,Household,1163,5.28528526858892,1,Urban,1,3.6594250045877876,8,421
2023-10-04,Personal Care,1989,8.161369129991067,1,Rural,2,10.096601484152973,5,406
2023-10-05,Personal Care,139,9.772923458635262,0,Urban,3,9.68881819660017,4,230
2023-10-06,Dairy,1982,10.137214014308324,0,Urban,4,9.105190049218495,5,405
2023-10-07,Personal Care,1872,9.268427585851779,1,Urban,5,0.7355299265370787,4,213
2023-10-08,Snacks,1412,18.809712590101423,0,Urban,6,11.067281789534388,8,117
